unit_number,time_cycles,OP_1,OP_2,var_2,var_3,var_4,var_6,var_7,var_8,var_9,var_11,var_12,var_13,var_15,var_17,var_20,var_21
1,42,0.5287,0.1667,0.2741,0.2969,0.3229,1.0000,0.6586,0.2727,0.1585,0.3810,0.7548,0.2500,0.3417,0.3333,0.6667,0.6639
1,43,0.3448,0.9167,0.3102,0.4465,0.4018,1.0000,0.6167,0.1970,0.1622,0.2798,0.8635,0.3088,0.3151,0.3333,0.6589,0.5808
1,44,0.4943,0.6667,0.2169,0.3466,0.3199,1.0000,0.6924,0.2121,0.1128,0.3571,0.7697,0.1765,0.3663,0.3333,0.7132,0.8024
1,45,0.4253,0.5000,0.3976,0.2481,0.2854,1.0000,0.6409,0.2727,0.1732,0.3571,0.6482,0.2500,0.3270,0.4167,0.5039,0.6906
1,46,0.5172,0.5833,0.3675,0.3761,0.3211,1.0000,0.6296,0.2424,0.1734,0.2083,0.7100,0.2941,0.2801,0.4167,0.6124,0.6632
1,47,0.5000,0.9167,0.3012,0.2023,0.3484,1.0000,0.7295,0.2424,0.1360,0.2202,0.6716,0.2500,0.2786,0.3333,0.6589,0.8190
1,48,0.6092,0.5833,0.2048,0.3809,0.2854,1.0000,0.6715,0.2727,0.1056,0.3274,0.6866,0.2647,0.4336,0.3333,0.6202,0.6501
1,49,0.4195,0.9167,0.3072,0.2902,0.2618,1.0000,0.7053,0.2576,0.1297,0.2202,0.5714,0.2353,0.3471,0.3333,0.7132,0.7672
1,50,0.3161,0.4167,0.4699,0.3804,0.3607,1.0000,0.6554,0.2424,0.1206,0.3690,0.7761,0.3088,0.3336,0.3333,0.5504,0.7131
1,51,0.4425,0.7500,0.4819,0.3161,0.3067,1.0000,0.6248,0.1818,0.1138,0.1607,0.6866,0.2500,0.4829,0.4167,0.6202,0.6502
1,52,0.6034,0.4167,0.4669,0.2775,0.2248,1.0000,0.5137,0.2121,0.1538,0.1310,0.7271,0.2794,0.4963,0.2500,0.6667,0.6139
1,53,0.6207,0.4167,0.4217,0.1914,0.3378,1.0000,0.6940,0.2273,0.1320,0.2619,0.6972,0.2647,0.4498,0.3333,0.5891,0.6674
1,54,0.4885,0.9167,0.3645,0.4698,0.3199,1.0000,0.6602,0.2121,0.1551,0.3155,0.7996,0.2647,0.3617,0.3333,0.6357,0.4703
1,55,0.5517,0.5000,0.3614,0.3032,0.3263,1.0000,0.7407,0.2121,0.1221,0.3274,0.7292,0.2059,0.3163,0.3333,0.7132,0.6386
1,56,0.5402,0.3333,0.3855,0.3333,0.3125,1.0000,0.6651,0.1667,0.0928,0.2440,0.8081,0.2353,0.2974,0.2500,0.4186,0.6167
1,57,0.3103,0.5000,0.2771,0.2753,0.3467,1.0000,0.5749,0.2273,0.1304,0.2619,0.6247,0.2941,0.3902,0.3333,0.5426,0.6386
1,58,0.4195,0.5833,0.2078,0.4234,0.2657,1.0000,0.6908,0.2879,0.1283,0.2440,0.7505,0.2353,0.4117,0.1667,0.6124,0.5456
1,59,0.4655,0.6667,0.3373,0.5598,0.3589,1.0000,0.7681,0.2576,0.1271,0.2440,0.5608,0.2059,0.4721,0.3333,0.6047,0.7597
1,60,0.4425,0.3333,0.3404,0.2553,0.3515,1.0000,0.6683,0.2424,0.1344,0.3333,0.8102,0.2206,0.2420,0.4167,0.5814,0.6805
1,61,0.5230,0.9167,0.2681,0.2727,0.3928,1.0000,0.6828,0.3182,0.1295,0.2738,0.7783,0.3088,0.3905,0.2500,0.5814,0.6484
1,62,0.5230,0.5833,0.2892,0.2300,0.2919,1.0000,0.7407,0.3030,0.1431,0.2560,0.7463,0.3235,0.3163,0.2500,0.6899,0.5199
1,63,0.5862,0.6667,0.4187,0.4600,0.2216,1.0000,0.5845,0.2424,0.1267,0.3929,0.6119,0.1912,0.4263,0.5000,0.4884,0.6205
1,64,0.5977,0.6667,0.3072,0.2937,0.3015,1.0000,0.6490,0.3030,0.0984,0.3571,0.6674,0.2353,0.3144,0.2500,0.6124,0.6763
1,65,0.5000,0.9167,0.3223,0.2982,0.3543,1.0000,0.6634,0.1970,0.1000,0.4226,0.6077,0.3676,0.4452,0.3333,0.5891,0.6642
1,66,0.4598,0.1667,0.3886,0.3806,0.2915,1.0000,0.6683,0.2424,0.1693,0.1726,0.6546,0.2500,0.2547,0.2500,0.6279,0.5813
1,67,0.5920,0.1667,0.3373,0.4181,0.3506,1.0000,0.7182,0.3030,0.1279,0.3214,0.8422,0.2941,0.2601,0.4167,0.6434,0.5479
1,68,0.3966,0.5000,0.3916,0.2402,0.3742,1.0000,0.6747,0.3030,0.1348,0.3036,0.6461,0.2794,0.3821,0.3333,0.6279,0.5844
1,69,0.3736,0.9167,0.3705,0.4286,0.3206,1.0000,0.7729,0.2576,0.1295,0.3333,0.7527,0.3235,0.4013,0.3333,0.6667,0.6628
1,70,0.4713,0.6667,0.3042,0.2830,0.3466,1.0000,0.6699,0.3182,0.1422,0.3333,0.6908,0.3529,0.3963,0.3333,0.5581,0.7693
1,71,0.5920,0.2500,0.3012,0.2043,0.3518,1.0000,0.6779,0.1970,0.1093,0.2679,0.6461,0.3088,0.3775,0.2500,0.5116,0.6820
1,72,0.4023,0.5833,0.3614,0.1790,0.4146,1.0000,0.6296,0.2576,0.1467,0.2500,0.6994,0.3088,0.2701,0.2500,0.5426,0.5721
1,73,0.4310,0.3333,0.3253,0.4578,0.2647,1.0000,0.6490,0.1970,0.1252,0.2619,0.7143,0.3235,0.3043,0.2500,0.6899,0.6950
1,74,0.6552,0.5833,0.5271,0.2967,0.3246,1.0000,0.6731,0.2576,0.1082,0.4345,0.7591,0.1324,0.3409,0.3333,0.5116,0.6736
1,75,0.5517,0.1667,0.2259,0.2459,0.2122,1.0000,0.6039,0.2576,0.0924,0.2202,0.6567,0.3382,0.5279,0.3333,0.5814,0.6323
1,76,0.4138,0.6667,0.3012,0.3961,0.2817,1.0000,0.6135,0.1818,0.1562,0.3512,0.6162,0.2206,0.2874,0.1667,0.6822,0.7575
1,77,0.6264,0.8333,0.4036,0.3327,0.3160,1.0000,0.7665,0.2424,0.1109,0.3333,0.6205,0.2941,0.4929,0.4167,0.6589,0.5258
1,78,0.7299,0.6667,0.2349,0.2119,0.3688,1.0000,0.5829,0.2727,0.0926,0.3274,0.7655,0.4118,0.2093,0.3333,0.5736,0.6275
1,79,0.6264,0.3333,0.2741,0.2490,0.3660,1.0000,0.6312,0.2121,0.1172,0.2976,0.6738,0.3676,0.3397,0.5000,0.5891,0.5771
1,80,0.4885,0.1667,0.2199,0.4561,0.1913,1.0000,0.6538,0.2424,0.0984,0.4702,0.6034,0.3235,0.3794,0.3333,0.5814,0.6450
1,81,0.3966,0.1667,0.4578,0.3004,0.3341,1.0000,0.6490,0.3030,0.1058,0.3452,0.6333,0.2500,0.3840,0.3333,0.4884,0.6611
1,82,0.4310,0.5833,0.2500,0.3931,0.2856,1.0000,0.6973,0.3030,0.1189,0.2381,0.6951,0.2206,0.2836,0.4167,0.5814,0.5207
1,83,0.5230,0.9167,0.4367,0.3708,0.4073,1.0000,0.5862,0.2727,0.1227,0.2202,0.6908,0.2500,0.3382,0.2500,0.5116,0.5982
1,84,0.5287,0.6667,0.4307,0.3157,0.4110,1.0000,0.6538,0.2273,0.1290,0.3155,0.6077,0.2647,0.3424,0.3333,0.4574,0.5124
1,85,0.6437,0.7500,0.3223,0.4160,0.4002,1.0000,0.7327,0.1667,0.1541,0.3036,0.7697,0.2500,0.4810,0.3333,0.6744,0.5382
1,86,0.4310,0.8333,0.1898,0.3872,0.3597,1.0000,0.6184,0.3030,0.1146,0.3155,0.6674,0.3088,0.3555,0.5000,0.6202,0.6908
1,87,0.5000,0.1667,0.3373,0.3412,0.5208,1.0000,0.6844,0.3636,0.1292,0.2917,0.5842,0.2647,0.4144,0.2500,0.5736,0.6159
1,88,0.6667,0.7500,0.2259,0.2235,0.4024,1.0000,0.7456,0.2576,0.1122,0.3631,0.7484,0.2353,0.5144,0.3333,0.5891,0.5722
1,89,0.5460,0.4167,0.3102,0.2985,0.3371,1.0000,0.6538,0.2273,0.1504,0.3631,0.6098,0.2941,0.4771,0.3333,0.6279,0.6001
1,90,0.5977,0.4167,0.4398,0.2908,0.5179,1.0000,0.4879,0.3030,0.1325,0.2798,0.5970,0.3088,0.2740,0.2500,0.6512,0.7967
1,91,0.6437,0.1667,0.2319,0.3009,0.3800,1.0000,0.5942,0.2121,0.1301,0.2798,0.6098,0.3235,0.2693,0.5000,0.7519,0.6766
1,92,0.5575,0.3333,0.5060,0.4140,0.3126,1.0000,0.6377,0.3636,0.1195,0.3571,0.6866,0.2500,0.2820,0.3333,0.6589,0.6324
1,93,0.6839,0.6667,0.4940,0.4949,0.4428,1.0000,0.6795,0.2576,0.1173,0.3631,0.5842,0.2941,0.3698,0.3333,0.5581,0.4881
1,94,0.3793,0.6667,0.3735,0.2666,0.3830,1.0000,0.6457,0.3788,0.1081,0.3750,0.6226,0.2794,0.4906,0.4167,0.5504,0.6650
1,95,0.6092,0.7500,0.4970,0.1430,0.4701,1.0000,0.6538,0.1818,0.1217,0.3155,0.6887,0.2059,0.5102,0.5000,0.4806,0.5975
1,96,0.3046,0.5833,0.2952,0.2841,0.2179,1.0000,0.5620,0.2576,0.1211,0.3214,0.6333,0.2647,0.4086,0.3333,0.5736,0.5956
1,97,0.7011,0.2500,0.2590,0.5391,0.4315,1.0000,0.5717,0.2879,0.1094,0.3631,0.6354,0.2647,0.3294,0.3333,0.6744,0.5552
1,98,0.5345,0.8333,0.2380,0.4375,0.3766,1.0000,0.4670,0.2424,0.1066,0.3095,0.7719,0.2647,0.2936,0.2500,0.6357,0.4988
1,99,0.4713,0.5000,0.3765,0.4729,0.4031,1.0000,0.6296,0.2727,0.1050,0.3274,0.5821,0.3235,0.4740,0.4167,0.5271,0.4669
1,100,0.3793,0.2500,0.3042,0.4053,0.4912,1.0000,0.7037,0.2576,0.1076,0.4702,0.6098,0.2941,0.3817,0.3333,0.6124,0.7109
1,101,0.5690,0.7500,0.4639,0.2865,0.3572,1.0000,0.5668,0.2424,0.1372,0.4583,0.6823,0.2941,0.4248,0.2500,0.4729,0.7190
1,102,0.5977,0.9167,0.4940,0.3939,0.3574,1.0000,0.5749,0.3788,0.1330,0.3810,0.5736,0.2500,0.5048,0.4167,0.6202,0.6505
1,103,0.4253,0.5833,0.3012,0.2230,0.3538,1.0000,0.6103,0.2879,0.1416,0.4286,0.5800,0.3235,0.3902,0.3333,0.4264,0.7383
1,104,0.4943,0.5833,0.3253,0.4271,0.4051,1.0000,0.6135,0.2727,0.1032,0.2917,0.7868,0.3088,0.2970,0.3333,0.6357,0.6146
1,105,0.6379,0.8333,0.2410,0.3758,0.3540,1.0000,0.5250,0.2879,0.1195,0.2738,0.6652,0.2941,0.4144,0.4167,0.4884,0.6787
1,106,0.5000,0.5833,0.4428,0.3926,0.3747,1.0000,0.6039,0.2727,0.1260,0.3512,0.6013,0.3088,0.5444,0.3333,0.7287,0.7189
1,107,0.4310,0.4167,0.3976,0.5252,0.4301,1.0000,0.6264,0.2576,0.1209,0.2976,0.6525,0.2794,0.3817,0.6667,0.6744,0.7103
1,108,0.5460,0.5833,0.6867,0.3242,0.2907,1.0000,0.7375,0.3636,0.1135,0.4524,0.6034,0.2206,0.3401,0.4167,0.4729,0.5648
1,109,0.4368,0.2500,0.3855,0.3359,0.4532,1.0000,0.6023,0.3030,0.1319,0.4345,0.6247,0.3382,0.1955,0.5000,0.7054,0.6378
1,110,0.5000,0.8333,0.4036,0.4136,0.3211,1.0000,0.6812,0.3485,0.1331,0.4167,0.7079,0.3529,0.5344,0.4167,0.7132,0.5536
1,111,0.5460,0.8333,0.4398,0.2908,0.4365,1.0000,0.5862,0.3333,0.1342,0.4583,0.6055,0.3824,0.4609,0.3333,0.6047,0.4409
1,112,0.5287,0.7500,0.4367,0.3362,0.3307,1.0000,0.5378,0.2424,0.1326,0.2202,0.6844,0.2941,0.4602,0.5000,0.5426,0.5889
1,113,0.5402,0.5833,0.4428,0.4319,0.4109,1.0000,0.4928,0.3030,0.1410,0.3631,0.6525,0.4118,0.5121,0.4167,0.5891,0.5743
1,114,0.5172,0.8333,0.3313,0.3789,0.3498,1.0000,0.7150,0.2576,0.1115,0.4345,0.6375,0.3971,0.4005,0.5000,0.5814,0.6645
1,115,0.4023,0.9167,0.4367,0.5189,0.4110,1.0000,0.6892,0.3182,0.1285,0.3452,0.5693,0.3529,0.4217,0.4167,0.6124,0.5634
1,116,0.3851,0.2500,0.4307,0.2021,0.3332,1.0000,0.7327,0.2727,0.1255,0.3452,0.6205,0.2500,0.3117,0.5000,0.6899,0.6310
1,117,0.5287,0.8333,0.3524,0.4083,0.4575,1.0000,0.7633,0.3030,0.1251,0.3988,0.5394,0.3235,0.3875,0.2500,0.4574,0.3899
1,118,0.4655,0.1667,0.3404,0.3189,0.4573,1.0000,0.7085,0.3030,0.1319,0.4167,0.5586,0.3529,0.3648,0.4167,0.5736,0.5556
1,119,0.5747,0.9167,0.4398,0.5616,0.3749,1.0000,0.6312,0.3030,0.1084,0.4167,0.5906,0.3088,0.3636,0.5000,0.6744,0.5863
1,120,0.3621,0.9167,0.4819,0.4957,0.4293,1.0000,0.6135,0.3030,0.1211,0.4464,0.5650,0.3235,0.3001,0.4167,0.5194,0.5688
1,121,0.3103,0.8333,0.4277,0.4910,0.5005,1.0000,0.6200,0.2576,0.0863,0.3512,0.5565,0.2353,0.3902,0.5000,0.3798,0.7288
1,122,0.6494,0.4167,0.6295,0.4936,0.5354,1.0000,0.5765,0.3788,0.0927,0.4464,0.4755,0.3529,0.3875,0.4167,0.5581,0.5318
1,123,0.5920,0.3333,0.6566,0.3405,0.3509,1.0000,0.4493,0.3333,0.1243,0.3333,0.6205,0.4265,0.4413,0.3333,0.5891,0.5493
1,124,0.6437,0.6667,0.3825,0.3510,0.3381,1.0000,0.3881,0.3485,0.1404,0.4167,0.5778,0.3676,0.4490,0.4167,0.5116,0.4693
1,125,0.4770,0.9167,0.5271,0.3146,0.4080,1.0000,0.4171,0.3485,0.1096,0.4643,0.6141,0.3382,0.3194,0.5000,0.4186,0.5657
1,126,0.5920,0.5833,0.3855,0.2529,0.6119,1.0000,0.6232,0.2273,0.1229,0.3810,0.5672,0.2941,0.4344,0.3333,0.5504,0.4622
1,127,0.4425,0.6667,0.5361,0.3458,0.2910,1.0000,0.6377,0.2879,0.1174,0.4643,0.5650,0.3235,0.5298,0.4167,0.5969,0.5289
1,128,0.4655,0.7500,0.3795,0.4977,0.4188,1.0000,0.4654,0.3485,0.1564,0.4583,0.6972,0.4118,0.4479,0.4167,0.5504,0.5108
1,129,0.3103,0.7500,0.3614,0.4423,0.4418,1.0000,0.4138,0.2879,0.1093,0.4524,0.7100,0.3676,0.5510,0.4167,0.5426,0.5128
1,130,0.4598,0.6667,0.4488,0.3240,0.5064,1.0000,0.4525,0.3485,0.0953,0.3631,0.5970,0.2794,0.2651,0.5000,0.4419,0.6240
1,131,0.5115,0.4167,0.5422,0.3213,0.5233,1.0000,0.6200,0.3182,0.1049,0.5060,0.5885,0.3676,0.4152,0.2500,0.4574,0.6204
1,132,0.6839,0.4167,0.5964,0.5455,0.3969,1.0000,0.5330,0.4091,0.1001,0.4226,0.6290,0.4118,0.3763,0.4167,0.3023,0.5860
1,133,0.6839,0.3333,0.3735,0.4709,0.4703,1.0000,0.6393,0.3182,0.1311,0.4286,0.5416,0.3088,0.5214,0.5000,0.6279,0.4942
1,134,0.4195,0.5000,0.4940,0.2743,0.3447,1.0000,0.5395,0.3182,0.1096,0.5357,0.6034,0.3676,0.4017,0.4167,0.4186,0.5373
1,135,0.4023,0.5833,0.3735,0.3163,0.4149,1.0000,0.5217,0.3636,0.1298,0.2917,0.4904,0.3529,0.3821,0.3333,0.5504,0.5250
1,136,0.6724,0.4167,0.4910,0.2982,0.3737,1.0000,0.6973,0.2424,0.0860,0.3452,0.6077,0.3382,0.4694,0.4167,0.4806,0.3807
1,137,0.4368,0.5000,0.3675,0.5156,0.3866,1.0000,0.5700,0.3636,0.0844,0.6190,0.6269,0.3529,0.4775,0.5000,0.5659,0.5041
1,138,0.4368,0.5833,0.4759,0.4094,0.5248,1.0000,0.4928,0.3182,0.1252,0.3274,0.6141,0.4412,0.3690,0.3333,0.6667,0.6520
1,139,0.4195,0.9167,0.5723,0.4630,0.5123,1.0000,0.5475,0.2424,0.1036,0.4881,0.4989,0.3971,0.5279,0.5000,0.5736,0.6186
1,140,0.4655,0.4167,0.5542,0.4327,0.4407,1.0000,0.3704,0.4091,0.1531,0.3929,0.5501,0.2500,0.4417,0.4167,0.5271,0.6576
1,141,0.3678,0.9167,0.3554,0.4138,0.5571,1.0000,0.5797,0.3485,0.1307,0.3810,0.5053,0.4118,0.5356,0.5000,0.6822,0.4750
1,142,0.6494,0.6667,0.3916,0.5287,0.5262,1.0000,0.5250,0.3030,0.1116,0.4405,0.3731,0.4412,0.4009,0.3333,0.4419,0.5349
1,143,0.4713,0.2500,0.4699,0.4809,0.3707,1.0000,0.6071,0.3485,0.1297,0.3988,0.4883,0.3382,0.4502,0.4167,0.5039,0.4644
1,144,0.6437,0.1667,0.5663,0.4545,0.3969,1.0000,0.6312,0.4091,0.1238,0.4286,0.5160,0.4265,0.5202,0.4167,0.4729,0.4566
1,145,0.4770,0.4167,0.5241,0.5206,0.4622,1.0000,0.5121,0.3485,0.1130,0.4107,0.5203,0.3971,0.5367,0.5833,0.4109,0.3518
1,146,0.5115,0.2500,0.4548,0.3425,0.4485,1.0000,0.4428,0.3333,0.1089,0.4643,0.5203,0.3529,0.4090,0.3333,0.4264,0.5925
1,147,0.7701,0.5833,0.3133,0.5191,0.4678,1.0000,0.5217,0.3636,0.0875,0.5655,0.4755,0.3529,0.4536,0.4167,0.4884,0.5167
1,148,0.5575,0.1667,0.5452,0.4140,0.5003,1.0000,0.4815,0.3939,0.0862,0.3810,0.5096,0.3971,0.3952,0.3333,0.4884,0.4910
1,149,0.6437,0.8333,0.5090,0.4739,0.4802,1.0000,0.4332,0.4091,0.1593,0.5833,0.5203,0.3971,0.5702,0.5000,0.4884,0.5003
1,150,0.5575,0.2500,0.5572,0.3918,0.4553,1.0000,0.5990,0.3333,0.1033,0.4464,0.3859,0.4853,0.5683,0.5000,0.4186,0.4336
1,151,0.3908,0.4167,0.4849,0.4654,0.5012,1.0000,0.4122,0.3636,0.1184,0.4345,0.4797,0.5000,0.5244,0.5000,0.3256,0.4605
1,152,0.5517,0.4167,0.4398,0.6008,0.6512,1.0000,0.4461,0.4242,0.0995,0.5179,0.3625,0.4559,0.5090,0.5833,0.4884,0.4732
1,153,0.5632,0.1667,0.5361,0.3952,0.5454,1.0000,0.4557,0.3636,0.1243,0.5298,0.4264,0.4265,0.4563,0.4167,0.4961,0.3835
1,154,0.4310,0.5000,0.4819,0.5666,0.5709,1.0000,0.4380,0.3636,0.1227,0.5238,0.4328,0.4412,0.5945,0.5000,0.5271,0.4728
1,155,0.3103,0.6667,0.4880,0.4221,0.5510,1.0000,0.4895,0.3939,0.1249,0.4524,0.5416,0.4265,0.5694,0.5000,0.4186,0.5257
1,156,0.3851,0.7500,0.5512,0.3176,0.6580,1.0000,0.5459,0.5455,0.1009,0.4345,0.4392,0.4118,0.4552,0.5833,0.4884,0.5315
1,157,0.3966,0.6667,0.2982,0.5886,0.5101,1.0000,0.3977,0.3636,0.1409,0.5179,0.4797,0.4265,0.4152,0.3333,0.4109,0.4711
1,158,0.3678,0.5833,0.5030,0.5620,0.4700,1.0000,0.5378,0.4545,0.1234,0.4940,0.4670,0.5000,0.4306,0.5000,0.4729,0.5457
1,159,0.4655,0.5833,0.5060,0.4033,0.6435,1.0000,0.3752,0.3485,0.1181,0.5417,0.4179,0.5147,0.4440,0.5000,0.4806,0.4954
1,160,0.4655,0.1667,0.6747,0.4275,0.6048,1.0000,0.3253,0.4697,0.1063,0.5893,0.3795,0.5000,0.4556,0.6667,0.2946,0.5351
1,161,0.5460,0.5833,0.5392,0.5049,0.5918,1.0000,0.4750,0.4242,0.1181,0.5476,0.3795,0.4412,0.4448,0.5000,0.4031,0.5551
1,162,0.4713,0.8333,0.5843,0.4617,0.6960,1.0000,0.4557,0.3788,0.1019,0.5595,0.3731,0.4706,0.6795,0.5000,0.4961,0.3585
1,163,0.5172,0.1667,0.4940,0.6431,0.6556,1.0000,0.4122,0.4545,0.1234,0.6190,0.3433,0.4706,0.7234,0.4167,0.3953,0.3420
1,164,0.5287,0.3333,0.5904,0.6087,0.5825,1.0000,0.3301,0.4091,0.1220,0.5060,0.4136,0.5882,0.5979,0.5000,0.3721,0.3893
